id	motivo	tab1	label
375	todos los dÌas el decoficafor hay que reiniciarlo	servicio	7
376	le falta mucho para mejorar (cada tanto se cuelga, las funciones de retroceder/avanzar a veces funcionan...)	servicio	7
377	la ineficacia de esta empresa	otros	9
378	me gusta	producto	5
379	ya fue realizado un reclamo por star+, quien me estan facturando y hasta el momento no cuento con el servicio	producto	5
380	buena	otros	9
381	es dificil de manejarlo. lento. no entiendo como se graba. siempre la grilla de canales aparece con 24 horas antes y hay que acomodarla 	servicio	7
382	es muy bueno pero pasa mucho que cuando querÈs retroceder un programa o ver un programa que se emitiÛ unas horas antes te marca error. 	servicio	7
383	peliculas viejas. nada nuevo. mas de lo mismo	contenido	1
384	hay poco contenido que me resulte interesante con el abono est·ndar (sin paquetes adicionales).	contenido	1
385	hasta el.momento no fallÛ 	servicio	7
386	no tiene mucho contenido 	contenido	1
387	resulta ·gil y variado de contenidos	contenido	1
388	mala calidad, malo el servicio 	servicio	7
389	es demasiado caro 	precio	4
390	no es f·cil de buscar	funcionalidad	3
391	de vez en cuando se corta	servicio	7
392	en este mismo momento no funciona uno de los dos decos,cosa que pasa bastante a menudo	servicio	7
393	el servicio anda con altibajos, el control remoto tiene las perillas que no funciomnan bien...	servicio	7
394	hay canales quense me tildan y o no puedo cambiar de canales y o subir el volumen	servicio	7
395	se tilda y no puedo ver la programacion cono lo hacia antes	servicio	7
396	muy buena calidad de servicio y atenciÛn,	servicio	7
397	por que te cobran lo que quieren . uno arregla el precio y nunca lo respetan ladris	precio	4
398	esta funcionando como esa calificaciÛn 	servicio	7
399	malisimo. de las peores cosas que adquiri en mi vida	servicio	7
400	es pesimo	servicio	7
401	lentitud , problemas con la conexiÛn , las grabaciones 	servicio	7
402	reiteradas veces llamÈ, pidiendo que solucionen el inconveniente de conectividad que tengo, in˙tilmente	relacionamiento	6
403	no tiene tÌtulos que me llamen la atenciÛn 	contenido	1
404	falla siempre al inicio, cuando enciendo el televisor. tengo que reiniciar permanentemente todo	servicio	7
405	es bueno, pero a veces se traba y no puedo retroceder o ver los programas grabados.	servicio	7
406	que activaron el porno en mi casa sin consentimiento 	relacionamiento	6
407	habitualmente no sostiene calidad ni cumple con lo ofertado	producto	5
408	es pÈsimo, no he quitado el servicio porque mi hijo ve disney. cuando sirve el deco porque casii nunca fumciona	servicio	7
409	estoy muy conforme 	producto	5
410	anda todo muy mal 	servicio	7
411	sacan canales y repiten pelÌculas. supongo es la situaciÛn econÛmica. no contrato pelÌculas.aparte de esto .si no es pelÌcula muy vieja se ve y oye bien. sÛlo miro pelÌculas o serie a la noche pero la repeticiÛn cansa!!	contenido	1
412	siempre anda mal	servicio	7
413	en cualquier momento del dÌa se desprograma y aparece en la pantalla  el inicio de flow. esto ocurre dos o tres veces al dÌa	servicio	7
414	mal servicio y precios carisimos. pocas promociones para los usuarios con mas antiguedad	precio	4
415	no anda	servicio	7
416	tiene demasiados freeze, sin exagerar cada 48 se freeza y queda en streaming no disponible	servicio	7
417	excelente servicio	servicio	7
418	el sistema,f·cil de operar,con variedad de series europeas.	contenido	1
419	el sistema se corta muy seguido, cada vez que prendo la tv tengo que reiniciar el deco pq no lo reconoce, es carisimo lo que cobran por el servicio que tengo , y eso que esta bonificado por ser cliente personal!!	servicio	7
420	fallas reiteradas. se debe reiniciar muy seguido.	servicio	7
421	cada tanto tengo que llamar para que me recompongan el servicio	servicio	7
422	no pudieron solucionar el problema 	relacionamiento	6
423	seÒal inestable en general, y al ver programas  o peliculas ya emitidos, la calidad  es menor ya sea por la imagen o sonido o lenguaje de origen	servicio	7
424	precio elevado	precio	4
425	tiene buena funcionalidad, buenos accesos y variedad de contenido	contenido	1
426	se cuelga seguido.   quedo sin cable y sin internet	servicio	7
427	la actual guia es muy incomoda. anteriormente podias moverte por los canales mucho mas rapido sin necesidad de ingresar a la guia.	funcionalidad	3
428	imagen	servicio	7
429	variedad en la grilla de tv y series 	contenido	1
430	mal servicio	servicio	7
431	no lo uso no es claro en su funcionamiento	funcionalidad	3
432	el decodificaron no funciona como corresponde 	precio	4
433	no me resulta muy interesante.	producto	5
434	no tiene sentido pagar por algo que las plataformas dan. noticieros x youtube y los simpsons x star+. 	contenido	1
435	lo utilizo mucho , practico 	producto	5
436	se corta todo el tiempo	servicio	7
437	nunca puedo retroceder un programa, las pelÌculas grabadas se tildan y si quiero volver w ver algo, me sale error. una porquerÌa. 	servicio	7
438	no estoy satisfecho con el servicio tecnico	relacionamiento	6
439	no  se utiliza en mi casa	no lo uso	0
440	la palicacion se cuelga mucho	servicio	7
441	se corta a veces, por mejor conexiÛn que uno tenga. adem·s, la ux/ui deja que desear	funcionalidad	3
442	canales de aire no se ven se cuelga  no funciona bien 	servicio	7
443	porque es una plataforma muy completa y accesible.-	funcionalidad	3
444	es un desastre 	servicio	7
445	la programacion repetitiva de cable y lo mas nuevo en flow : rentando. bastante pago como para alquilar . ademas l mejor programacion , se ha acumulado e esos nuevos grupos com paramaunt + ( ej. porque este es gratis por un aÒo). 	contenido	1
446	esta muy bueno la programaciÛn y su manejo es comodo	contenido	1
447	atencion personal	relacionamiento	6
448	cada tanto me quedo sin seÒal, el flow box se queda colgado, la hora se queda fija en un determinado tiempo, tengo que estar desconectando el equipo de la corriente tres veces por dÌa para que pueda responder, de verdad que han desmejorado el servicio demasiado, estoy pensando en cambiar de operador por que la experiencia no ha sido nada satisfactoria	servicio	7
449	es muy irregular	servicio	7
450	flor anda lento al cambio de canales al nivel de un tv de tuvo del aÒo 90, que antes no pasaba. tampoco funciona desde q cambiaron la empresa el modo de reinicio de programas cuando los encontras al medio de la transmision. y antes igualmente cortaban el final. la grilla es incompleta en cuanto a informacion respecto al hd. se cuelga y parece que anda con virus. en cuando a contenidos cada vez mas repetetitivos y viejos. 	funcionalidad	3
451	no puedo ver un programa completo , se me corta todo el tiempo	servicio	7
452	tengo el codificador viejo pero cada tanto me quedo sin internet	servicio	7
453	se corta frecuentemente y es caro 	precio	4
454	muy caro el servicio y no es tan bueno	precio	4
455	desde que lo tengo, el sonido empeoro. 	servicio	7
456	„öltimamente viene fallando	servicio	7
457	el problema es que depende de la seÒal de fibertel y en mi caso, se corta todos los dÌas. estoy con reclamos todos los 	servicio	7
458	simple de seleccionar y buena calidad	funcionalidad	3
459	funciona perfecto 	servicio	7
460	no me funciona el deco	servicio	7
461	no funciona, el dia y la hora no se actualiza y la programacion es muy mala para lo que cobran, estamos evaluando dar la baja	servicio	7
462	es carisimo	precio	4
463	tengo un problema de hace aÒos! soy cliente personal hace muchos aÒos. en esa epoca no habÌan usuario y contraseÒa. luego tuve fibercorp con usuario y contraseÒa. me baje de fibercorp y ese usuario ahora no me permite abrir un nuevo usuario. algo raro. se mezclaron y luego desaparecieron y ahora no me permite abrir nuevo usuario. cuando me pide el dni me dice ese usuario ya existe. pero yo no accedo a ningun lado! q hago? no se puede blanquear todo? 	flow app	2
464	es por que la plataforma es muy muy buena para disfrutar de documentales o pelÌculas 	contenido	1
465	el deco se cuelga todo el tiempo y se interrumpe la seÒal constantemente	servicio	7
466	anda mal el deco	servicio	7
467	interfaz poco funcional. lentitud en la carga	funcionalidad	3
468	el deco anda mal. constantemente hay q reiniciarlo.	servicio	7
469	no hay variedad	contenido	1
470	se cuelga el deco todo el tiempo	servicio	7
471	es facil de utilizar	funcionalidad	3
472	no es econÛmico el servicio y muchas veces no funciona bien	precio	4
473	hay que resetear el moden todas las semanas.	servicio	7
474	reciÈn ayer despuÈs de casi un mes , pude ver bien	servicio	7
475	no est· del todo resuelto el inconveniente tÈcnico	relacionamiento	6
476	no uso flow	no lo uso	0
477	el mal funcionamiento del mismo	servicio	7
478	pÈsimo servicio	servicio	7
479	no anda bien	servicio	7
480	porque es bastante costoso	precio	4
481	„öltimamente falla permanentemente y el internet tambiÈn 	servicio	7
482	hay inconvenientes en el encendido. se desconecta habitualmente	servicio	7
483	se corta mucho el servicio 	servicio	7
484	no uso flow	no lo uso	0
485	el nuevo mÛdem tarda m·s de 30 minutos en dar imagen, es como si hubiera contratado una radio en lugar de seÒal de cable	servicio	7
486	te envian la boleta una semana antes de que empiese el mes t dlte dan solo unoa diaa para poder pagarlo y ensima te cortan y no podea ver un carajo. cuando lo abonas te tarda como dos o tres diaa mas para que te activen una reverenda cagada dentro de poco lo dare de baja	precio	4
487	no miro demasiado flow	no lo uso	0
488	servicio pesimo. de 30 dias, 15 no funciona como corresponde.	servicio	7
489	anda bien, el modelo 4k bastante fluido  pero no veo otra  ventaja m·s all· de eso.	otros	9
490	no funciona en algunos conversores	servicio	7
491	el servicio es malo y es carisimo	precio	4
492	a veces no funciona bien	servicio	7
493	interesante pero con muchas fallas tÈcnicas	servicio	7
494	hay que estar demasiado pendiente de las grabaciones que se programan, repentinamente dejan de estarlo sin aviso previo	servicio	7
495	se corta cada dos por tres, tengo que desenchufar el televisor para que vuelva a cargar, tambien quise vincular las cuentas de personal y fibertel con flow para acceder al descuento y nunca pude hacerlo, mande mail y no contestaron	servicio	7
496	que no es compatible con muchas tv y en el caso mio no me resolvieron el problema con un deco de la casa	servicio	7
497	mucha variedad de series y pelÌculas 	contenido	1
498	utilidad	producto	5
499	el servicio tiene pequeÒos cortes todos los dÌas 	servicio	7
500	a veces no puedo sintonizar todos los canales	servicio	7
501	mal servicio	servicio	7
502	esta funcionando mal se corta mucho se pixela la imagen a menudo	servicio	7
503	a veces funciona muy mal	servicio	7
504	no anda, el tema es internet y odo lo tienen uds	servicio	7
505	no me funciona bien el control remoto, hice el reclamo , vinieron a verlo y sigue funcionando mal	servicio	7
506	tardaron 1 semana y media en aplicarme un pago- mientras tanto, sin el servicio completo, malisimo	relacionamiento	6
507	es lento. hay contenido que nunca funciona. odio que se inicie al prender el televisor y tenga que poner Èxit. m·s de una vez queda trabado y hay que reiniciar todo 	funcionalidad	3
508	muchas veces hay que reiniciar el decodificador porque la tv no lo reconoce, y no siempre funciona bien	servicio	7
509	servicio mediocre y caro	precio	4
510	falla bastante	servicio	7
511	problemas constantes con el decodificador, la velocidad, etc. se congela la imagen, el sonido no coincide con la imagen...	servicio	7
512	el funcionamiento delos ultimos meses	servicio	7
513	variedad de contenidos	contenido	1
514	no funciona bien	servicio	7
515	quiero cambiar mi equipo flow que tiene 5 aÒos de antig„ºedad por el 4k deco flow powered by android tvy solo lo cambian si anda mal el actual priv·ndome de los beneficios.	producto	5
516	muy caro, poco servicios	precio	4
517	a veces el servicio se interrumpe y el deco se reinicia	servicio	7
518	carisimo y malisimo	precio	4
519	no tiene variedad de peliculas	contenido	1
520	mal funcionamiento	servicio	7
521	porque ya enviÈ 3 correos a distintas direcciones indicadas por sus operadores informando del pago  de mi factura el 9/12 y hasta el momento no acreditaron dicho pago	relacionamiento	6
522	se corta constantemente. en muchas oportunidades no puedo ir para atr·s.	servicio	7
523	cortes nocturnos, imprecisiÛn horario de transmisiÛn	servicio	7
524	no suelo hacer recomendaciones en general	otros	9
525	el control remoto no funciona y el decodificador se reinicia solo.	servicio	7
526	el deco se queda tildado y varias veces no funciona.  	servicio	7
527	el decodificador tiene problemas. se detiene y no avanza. 	servicio	7
528	es interesante pero el valor es demasiado elevado por el uso que se da	precio	4
529	tiene defectos importantes como que muchas veces al ir para atras en las 24 hs no esta disponible el stream o que no grabo o no mantiene la hora actualizada en la grilla.	servicio	7
